sku,name,price,qty,year,capacitate_motor,power,horsepower,engcode,is_in_stock,attribute_set,type,store,att_eby_title,att_eby_subtitle,description,manage_stock,use_config_manage_stock,status,visibility,tax_class_id,thumbnail,small_image,image,media_gallery,att_amz_title,categories,marca_masina,model_auto,motorizare,carcolor
630782,COMPRESOR CLIMA -  307SW,350,1,2004,1800-2000 cmc,66,90,WF33ERHYB82791872,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2004, 1997CC, 66KW, 90CP, WF33ERHYB82791872",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,PEUGEOT," 307SW"," Diesel",
630783,COMPRESOR CLIMA -  406SW,300,1,2003,1800-2000 cmc,79,107,VF38ERHZF81578566,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2003, 1997CC, 79KW, 107CP, VF38ERHZF81578566",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,PEUGEOT," 406SW"," Diesel",
630981,CAPOTA -  FREELANDER,300,1,2002,1800-2000 cmc,,,SALLNABE12A384814,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1951CC, -KW, -CP, SALLNABE12A384814",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," - ALBASTRU 644 (58)"
630982,"CAPOTA -  FREELANDER ",300,1,2003,1800-2000 cmc,,,SALLNAAE73A267503,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2003, 1951CC, -KW, -CP, SALLNAAE73A267503",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER ",Diesel,"  - ARGINTIU 737 (59)"
631016,COMPRESOR CLIMA -  GALAXY,550,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," GALAXY",Diesel,
630787,COMPRESOR CLIMA -  TRAFIC II,500,1,2005,1800-2000 cmc,74,101,VF1FLACA65V235713,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2005, 1870CC, 74KW, 101CP, VF1FLACA65V235713",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,RENAULT," TRAFIC II"," Diesel",
630788,COMPRESOR CLIMA -  75,400,1,2002,1800-2000 cmc,85,115,SARRJZLCH3D266730,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2002, 1950CC, 85KW, 115CP, SARRJZLCH3D266730",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,ROVER," 75"," Diesel",
630789,COMPRESOR CLIMA -  75,400,1,2003,1800-2000 cmc,96,131,SARRJZTHC4D314675,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2003, 1951CC, 96KW, 131CP, SARRJZTHC4D314675",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,ROVER," 75"," Benzina",
630984,CAPOTA -  FREELANDER,300,1,2002,1800-2000 cmc,80,109,SALLNABE73A286457,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1951CC, 80KW, 109CP, SALLNABE73A286457",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Diesel"," - ARGINTIU 737 (1)"
630985,CAPOTA -  FREELANDER,300,1,1998,1600-1800 cmc,88,120,SALLNAAA8XA654801,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"1998, 1796CC, 88KW, 120CP, SALLNAAA8XA654801",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina"," - NEGRU 697 (5)"
630986,CAPOTA - FREELANDER,300,1,2002,1800-2000 cmc,84,112,SALLNABE72A214420,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1951CC, 84KW, 112CP, SALLNABE72A214420",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ",FREELANDER," Diesel"," - ALBASTRU 644 (66)"
630987,CAPOTA -  FREELANDER,300,1,1999,1600-1800 cmc,88,120,SALLNABA71A354111,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"1999, 1796CC, 88KW, 120CP, SALLNABA71A354111",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina ",- ALBASTRU 608 (8)
630794,COMPRESOR CLIMA DEFECT -  FORFOUR,1,1,2006,1000-1200 cmc,47,64,WME4540332B108258,1,Bloc Motor,simple,admin,COMPRESOR CLIMA DEFECT,COMPRESOR CLIMA DEFECT Subtitle,"2006, 1124CC, 47KW, 64CP, WME4540332B108258",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORFOUR"," Benzina"," ROSU"
630795,COMPRESOR CLIMA DEFECT -  FORFOUR,1,1,2004,1000-1200 cmc,55,75,WME4540302B041526,1,Bloc Motor,simple,admin,COMPRESOR CLIMA DEFECT,COMPRESOR CLIMA DEFECT Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B041526",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORFOUR"," Benzina"," NEGRU"
630988,CAPOTA - FREELANDER,300,1,2000,1800-2000 cmc,72,98,SALLNAAB7XA679207,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2000, 1951CC, 72KW, 98CP, SALLNAAB7XA679207",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ",FREELANDER,Diesel,"  - VISINIU 601 (6)"
630989,"CAPOTA - FREELANDER ",300,1,2001,1600-1800 cmc,86,117,SALLNABA7XA678078,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2001, 1796CC, 86KW, 117CP, SALLNABA7XA678078",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ","FREELANDER ","Benzina ",- VISINIU 601 (2)
630990,"CAPOTA -  6 ",500,1,2004,1800-2000 cmc,100,136,JMZGY19R201175298,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2004, 1998CC, 100KW, 136CP, JMZGY19R201175298",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,MAZDA," 6 ",Benzina,
631017,MOTOR -  MONDEO 3,1800,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,MOTOR,MOTOR Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," MONDEO 3","Diesel ",
630799,COMPRESOR CLIMA -  FORTWO,400,1,2002,-1000 cmc,,,WME01MC012H045535,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2002, 599CC, -KW, -CP, WME01MC012H045535",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,SMART," FORTWO",Benzina,
630800,COMPRESOR CLIMA -  FORTWO,400,1,1999,-1000 cmc,,,TCC01MC01XH043215,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"1999, 599CC, -KW, -CP, TCC01MC01XH043215",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,SMART," FORTWO",Benzina,
630801,COMPRESOR CLIMA -  FORTWO,400,1,2001,-1000 cmc,45,61,WME01MC011H077703,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2001, 599CC, 45KW, 61CP, WME01MC011H077703",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,SMART," FORTWO",Benzina,
631018,COMPRESOR CLIMA -  MONDEO 3,400,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," MONDEO 3","Diesel ",
631019,"MOTOR - X-TYPE ",1890,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,MOTOR,MOTOR Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"JAGUAR ","X-TYPE ",Diesel,
630804,COMPRESOR CLIMA DEFECT -  S60,1,1,2003,1800-2000 cmc,132,180,YV1RS49K232267318,1,Bloc Motor,simple,admin,COMPRESOR CLIMA DEFECT,COMPRESOR CLIMA DEFECT Subtitle,"2003, 1984CC, 132KW, 180CP, YV1RS49K232267318",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,VOLVO," S60"," Benzina",
631020,"COMPRESOR CLIMA - X-TYPE ",500,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"JAGUAR ","X-TYPE ",Diesel,
631021,MOTOR - 320,1800,1,2001,1800-2000 cmc,100,136,WBAAL72080AK80730,1,Bloc Motor,simple,admin,MOTOR,MOTOR Subtitle,"2001, 1951CC, 100KW, 136CP, WBAAL72080AK80730",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"BMW ",320,Diesel,
631022,COMPRESOR CLIMA - 320,400,1,2001,1800-2000 cmc,100,136,WBAAL72080AK80730,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2001, 1951CC, 100KW, 136CP, WBAAL72080AK80730",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"BMW ",320,Diesel,
631023,"BARA FATA -  FOCUS C-MAX ",300,1,2003,1200-1600 cmc,80,109,WF0MXXGCDM3U04547,1,Bloc Motor,simple,admin,BARA FATA,BARA FATA Subtitle,"2003, 1560CC, 80KW, 109CP, WF0MXXGCDM3U04547",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS C-MAX ",Diesel,
630998,CAPOTA -  75,500,1,2003,1800-2000 cmc,96,131,SARRJZTHC4D314675,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2003, 1951CC, 96KW, 131CP, SARRJZTHC4D314675",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,ROVER," 75"," Benzina",
630999,CAPOTA -  FORFOUR,400,1,2006,1000-1200 cmc,47,64,WME4540332B108258,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2006, 1124CC, 47KW, 64CP, WME4540332B108258",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Benzina"," ROSU"
630811,"COMPRESOR CLIMA DEFECT - PASSAT ",1,1,2001,1800-2000 cmc,96,130,WVWZZZ3BZ2P248439,1,Bloc Motor,simple,admin,COMPRESOR CLIMA DEFECT,COMPRESOR CLIMA DEFECT Subtitle,"2001, 1896CC, 96KW, 130CP, WVWZZZ3BZ2P248439",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,"VW ","PASSAT ",Diesel," ARGINTIU "
631000,CAPOTA -  FORFOUR,400,1,2004,1000-1200 cmc,55,75,WME4540302B041526,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B041526",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Benzina"," NEGRU"
631001,CAPOTA -  FORFOUR,400,1,2004,1000-1200 cmc,55,75,WME4540302B053486,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B053486",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR",Benzina," NEGRU "
631024,"CAPOTA -  FOCUS C-MAX ",500,1,2003,1200-1600 cmc,80,109,WF0MXXGCDM3U04547,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2003, 1560CC, 80KW, 109CP, WF0MXXGCDM3U04547",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS C-MAX ",Diesel,
631003,CAPOTA -  75,500,1,2002,1800-2000 cmc,85,115,SARRJZLCH3D266730,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1950CC, 85KW, 115CP, SARRJZLCH3D266730",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,ROVER," 75"," Diesel",
631004,CAPOTA - FORFOUR,400,1,2005,1200-1400 cmc,70,95,WME4540312B093459,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2005, 1332CC, 70KW, 95CP, WME4540312B093459",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"SMART ",FORFOUR,Benzina,
631005,"CAPOTA - FOCUS 1 ",350,1,1999,1200-1600 cmc,74,100,WF0AXXGCDAXE14405,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"1999, 1596CC, 74KW, 100CP, WF0AXXGCDAXE14405",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"FORD ","FOCUS 1 ",Benzina,
631006,"CAPOTA - NEW BEETLE ",600,1,2000,1800-2000 cmc,85,115,WVWZZZ9CZ1M602196,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2000, 1984CC, 85KW, 115CP, WVWZZZ9CZ1M602196",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"VW ","NEW BEETLE ",Benzina,
631007,CAPOTA - 307SW,450,1,2004,1200-1600 cmc,80,109,VF33H9HZC83681793,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2004, 1560CC, 80KW, 109CP, VF33H9HZC83681793",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"PEUGEOT ",307SW,Diesel,
631025,"BARA SPATE -  FOCUS C-MAX ",350,1,2003,1200-1600 cmc,80,109,WF0MXXGCDM3U04547,1,Bloc Motor,simple,admin,BARA SPATE,BARA SPATE Subtitle,"2003, 1560CC, 80KW, 109CP, WF0MXXGCDM3U04547",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS C-MAX ",Diesel,
631009,"CAPOTA -  KANGOO ",300,1,2001,1800-2000 cmc,47,64,VF1FCOJBF24595352,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2001, 1870CC, 47KW, 64CP, VF1FCOJBF24595352",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," KANGOO ",Diesel,
631010,CAPOTA -  6,200,1,2005,1600-1800 cmc,88,120,JMZGG148201195421,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2005, 1798CC, 88KW, 120CP, JMZGG148201195421",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,MAZDA," 6"," Benzina ",
631026,BARA FATA -  GALAXY,350,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,BARA FATA,BARA FATA Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," GALAXY",Diesel,
631027,CAPOTA -  GALAXY,300,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," GALAXY",Diesel,
631028,BARA SPATE -  GALAXY,350,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,BARA SPATE,BARA SPATE Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," GALAXY",Diesel,
631029,BARA FATA -  MONDEO 3,450,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,BARA FATA,BARA FATA Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631030,CAPOTA -  MONDEO 3,400,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631031,BARA SPATE -  MONDEO 3,250,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,BARA SPATE,BARA SPATE Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631032,"BARA FATA - X-TYPE ",600,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,BARA FATA,BARA FATA Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"JAGUAR ","X-TYPE ",Diesel,
631033,"CAPOTA - X-TYPE ",700,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"JAGUAR ","X-TYPE ",Diesel,
631034,"BARA SPATE - X-TYPE ",350,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,BARA SPATE,BARA SPATE Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"JAGUAR ","X-TYPE ",Diesel,
631351,"ARIPA FATA DREAPTA - NEW BEETLE ",500,1,2000,1800-2000 cmc,85,115,WVWZZZ9CZ1M602196,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2000, 1984CC, 85KW, 115CP, WVWZZZ9CZ1M602196",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"VW ","NEW BEETLE ",Benzina,
631352,"ARIPA FATA STANGA - NEW BEETLE ",500,1,2000,1800-2000 cmc,85,115,WVWZZZ9CZ1M602196,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2000, 1984CC, 85KW, 115CP, WVWZZZ9CZ1M602196",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"VW ","NEW BEETLE ",Benzina,
631037,BARA SPATE - 320,300,1,2001,1800-2000 cmc,100,136,WBAAL72080AK80730,1,Bloc Motor,simple,admin,BARA SPATE,BARA SPATE Subtitle,"2001, 1951CC, 100KW, 136CP, WBAAL72080AK80730",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"BMW ",320,Diesel,
631038,OGLINDA RETROVIZOARE -  GALAXY,50,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,OGLINDA RETROVIZOARE,OGLINDA RETROVIZOARE Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE INTERIOR,FORD," GALAXY",Diesel,
631039,"OGLINDA RETROVIZOARE -  FOCUS C-MAX ",50,1,2003,1200-1600 cmc,80,109,WF0MXXGCDM3U04547,1,Bloc Motor,simple,admin,OGLINDA RETROVIZOARE,OGLINDA RETROVIZOARE Subtitle,"2003, 1560CC, 80KW, 109CP, WF0MXXGCDM3U04547",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE INTERIOR,FORD," FOCUS C-MAX ",Diesel,
631040,OGLINDA RETROVIZOARE -  MONDEO 3,50,1,2004,1800-2000 cmc,96,130,WF05XXGBB54T15317,1,Bloc Motor,simple,admin,OGLINDA RETROVIZOARE,OGLINDA RETROVIZOARE Subtitle,"2004, 1998CC, 96KW, 130CP, WF05XXGBB54T15317",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE INTERIOR,FORD," MONDEO 3","Diesel ",
631041,"OGLINDA RETROVIZOARE - X-TYPE ",50,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,OGLINDA RETROVIZOARE,OGLINDA RETROVIZOARE Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE INTERIOR,"JAGUAR ","X-TYPE ",Diesel,
631042,OGLINDA RETROVIZOARE - 320,50,1,2001,1800-2000 cmc,100,136,WBAAL72080AK80730,1,Bloc Motor,simple,admin,OGLINDA RETROVIZOARE,OGLINDA RETROVIZOARE Subtitle,"2001, 1951CC, 100KW, 136CP, WBAAL72080AK80730",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE INTERIOR,"BMW ",320,Diesel,
631487,ARIPA SPATE DREAPTA -  FORTWO,150,1,2002,-1000 cmc,,,WME01MC012H045535,1,Bloc Motor,simple,admin,ARIPA SPATE DREAPTA,ARIPA SPATE DREAPTA Subtitle,"2002, 599CC, -KW, -CP, WME01MC012H045535",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORTWO",Benzina,
631489,ARIPA SPATE STANGA -  FORFOUR,300,1,2006,1000-1200 cmc,47,64,WME4540332B108258,1,Bloc Motor,simple,admin,ARIPA SPATE STANGA,ARIPA SPATE STANGA Subtitle,"2006, 1124CC, 47KW, 64CP, WME4540332B108258",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Benzina"," ROSU"
631490,ARIPA FATA DREAPTA - FORFOUR,100,1,2005,1200-1400 cmc,70,95,WME4540312B093459,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2005, 1332CC, 70KW, 95CP, WME4540312B093459",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"SMART ",FORFOUR,Benzina,
631491,ARIPA SPATE DREAPTA - FORFOUR,300,1,2005,1200-1400 cmc,70,95,WME4540312B093459,1,Bloc Motor,simple,admin,ARIPA SPATE DREAPTA,ARIPA SPATE DREAPTA Subtitle,"2005, 1332CC, 70KW, 95CP, WME4540312B093459",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"SMART ",FORFOUR,Benzina,
631051,ARIPA FATA DREAPTA -  318I,200,1,2001,1800-2000 cmc,87,118,WBAAL32080FX48449,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2001, 1895CC, 87KW, 118CP, WBAAL32080FX48449",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,BMW," 318I","  Benzina",
631052,ARIPA FATA STANGA -  318I,200,1,2001,1800-2000 cmc,87,118,WBAAL32080FX48449,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2001, 1895CC, 87KW, 118CP, WBAAL32080FX48449",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,BMW," 318I","  Benzina",
631492,ARIPA SPATE STANGA - FORFOUR,300,1,2005,1200-1400 cmc,70,95,WME4540312B093459,1,Bloc Motor,simple,admin,ARIPA SPATE STANGA,ARIPA SPATE STANGA Subtitle,"2005, 1332CC, 70KW, 95CP, WME4540312B093459",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"SMART ",FORFOUR,Benzina,
631356,ARIPA SPATE STANGA -  FORFOUR,300,1,2004,1000-1200 cmc,55,75,WME4540302B041526,1,Bloc Motor,simple,admin,ARIPA SPATE STANGA,ARIPA SPATE STANGA Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B041526",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Benzina"," NEGRU"
631493,ARIPA SPATE DREAPTA -  FORFOUR,300,1,2004,1200-1600 cmc,70,95,WME4540012B072895,1,Bloc Motor,simple,admin,ARIPA SPATE DREAPTA,ARIPA SPATE DREAPTA Subtitle,"2004, 1493CC, 70KW, 95CP, WME4540012B072895",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Diesel"," NEGRU"
631056,ARIPA FATA STANGA -  320D,200,1,2002,1800-2000 cmc,110,150,WBAAS72070FY57205,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2002, 1995CC, 110KW, 150CP, WBAAS72070FY57205",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,BMW," 320D"," Diesel",
631357,ARIPA SPATE DREAPTA -  FORFOUR,300,1,2004,1000-1200 cmc,55,75,WME4540302B053486,1,Bloc Motor,simple,admin,ARIPA SPATE DREAPTA,ARIPA SPATE DREAPTA Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B053486",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR",Benzina," NEGRU "
631494,ARIPA SPATE STANGA -  FORFOUR,300,1,2004,1200-1600 cmc,70,95,WME4540012B072895,1,Bloc Motor,simple,admin,ARIPA SPATE STANGA,ARIPA SPATE STANGA Subtitle,"2004, 1493CC, 70KW, 95CP, WME4540012B072895",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SMART," FORFOUR"," Diesel"," NEGRU"
630966,COMPRESOR CLIMA -  FOCUS 2,550,1,2005,1200-1600 cmc,80,109,WF05XXWPD55D39374,1,Bloc Motor,simple,admin,COMPRESOR CLIMA,COMPRESOR CLIMA Subtitle,"2005, 1560CC, 80KW, 109CP, WF05XXWPD55D39374",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," FOCUS 2"," Diesel",
